ASIN,Title,Category,Brand,BSR,Price,"Monthly Sales","Net Price","Monthly Revenue","Review Count","Review Rating",Sellers,"Last Year Sales","Sales Year over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period"
B073FB9CJN,"Pyradecor Banksy Grafitti Girl with Red Balloon Large 4 Panels Modern Stretched and Framed Giclee Canvas Prints Artwork Grey Love Pictures Paintings on Canvas Wall Art for Office Home Decorations L","Home & Kitchen",Pyradecor,307771,49.9,74,28.83,3692.6,21,4.2,2,1140,,-21,19,"Jan, 2019"
B074M818WX,"Visual Art Decor Animals Canvas Wall Art Modern Gorilla Monkey Music Oil Painting Wall Painting Happy Dog Frog Canvas Painting Home Decor Animal Prints (16x16x3)","Home & Kitchen","Visual Art",236031,57.25,82,38.25,4694.5,29,4.7,2,1109,17,4,,"Aug, 2018"
B074P33S4M,"wall26 - Canvas Wall Art - Dog Listening to Music Funny Animal Concept - Gallery Wrap Modern Home Decor | Ready to Hang - 12x18 inches","Home & Kitchen",wall26,385177,25.99,11,22.09,285.89,7,4.3,1,169,,-56,,"Mar, 2019"
B074Z19RHL,"Banksy Monkey Parliament Canvas Wall Art Picture Print (30x20in)","Home & Kitchen","Panther Print",2323684,64.98,2,55.23,129.96,-1,-1,1,12,,-14,,"Nov, 2018"
B075NPJM6H,"Muzagroo Art Monkey Listening to Music Oil Paintings Hand Painted Huge Wall Art for Living Room Stretched Ready to Hang XL","Arts, Crafts & Sewin","Muzagroo Art",34520,99.9,55,68.1,5494.5,65,4.1,1,806,331,-3,,"Dec, 2018"
B076TZGGWP,"Banksy Life Is Short Chill The Duck Out-Kids With Dustbin Street Wall Artworks Print on Canvas","Home & Kitchen",art,2003618,11.8,1,10.03,11.8,-1,-1,2,4,,-15,,"Mar, 2019"
B076V4L8Y6,"XMFHJFHJ Banksy Art Painting Prints (24x36inch Framed, Life is short chill the duck out)","Home & Kitchen",art1,181879,43.78,66,24.39,2889.48,11,3.9,4,723,,20,,"Mar, 2019"
B077QLXW4J,"DVQ ART - Framed Canvas Painting Graffiti Monkey Follow Your Dreams Art Wall Picture Animal Street Artwork for Living Room Decor Ready to Hang 1 Pcs","Home & Kitchen","DVQ ART",113942,26.99,144,13.54,3886.56,20,3.9,1,1078,,94,,"Jul, 2019"
B078BQJLQJ,"DVQ ART - Framed Canvas Painting Graffiti Monkey Follow Your Dreams Art Wall Picture Animal Street Artwork for Living Room Decor Ready to Hang 1 Pcs","Home & Kitchen","DVQ ART",98613,16.98,146,11.24,2479.08,20,3.9,1,1099,,101,,"Jul, 2019"
B07B8W9FRG,"BANKSY CANVAS PRINT Dont Forget to Eat Your Lunch and Make Some Trouble from Bristol Banksy Wall Art Home Decor Artwork Gallery Wrapped Stretched Ready to Hang - %100 Handmade in the USA - 12x8","Home & Kitchen",SmileArtDesign,1167740,19.98,3,16.98,59.94,1,5,1,,,0,,"Aug, 2019"
B07BF8XKN5,"NAN Wind Canvas Print 3 Pcs Black White and Red Wall Art Rose Wall Decor Abstract Decorations Flower Picture on Canvas for Home Decor Stretched and Framed 12X12inches","Home & Kitchen","NAN Wind",93991,25.55,104,16.25,2657.2,72,4.6,2,1094,,32,,"Mar, 2019"
B07BK471Q1,"1 Piece-Banksy Life Is Short Chill The Duck Out-Kids With Dustbin Street Wall Artwork Wall Art Painting Picture Print On Canvas Global Map For Office Home Decor -Wood Framed Poster- Finished Hang-Gift","Home & Kitchen","FY Art Decor",2766850,61,0,51.85,-,1,5,1,9,,-71,,"Aug, 2018"
B07BKYB7D5,"youkuart Framed Wall Art Banksy Art Canvas Wall Art Colorful Figure Street Graffiti Wall Art Pics for Living Room Decor Ready to Hang (artwork2)","Home & Kitchen",youkuart,149179,49.9,16,31.62,798.4,8,4.5,1,292,,-52,,"Jan, 2019"
B07C5KY1NY,"Orchid Flowers Canvas Print Abstract Wall Art Painting Decor for Home Decoration Artwork Picture Bedroom White Floral (A, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,116549,79.98,93,67.98,7438.14,32,4,2,803,,-5,,"Mar, 2019"
B07C7V1CCD,"The World Map Canvas Print Abstract Wall Art Painting Decor for Home Decoration Artwork Picture Bedroom Office (A, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,131942,79.98,39,50.73,3119.22,13,3.1,2,,,-10,,"Nov, 2018"
B07C7WC9MN,"The World Map Canvas Print Abstract Wall Art Painting Decor for Home Decoration Artwork Picture Bedroom Office (B, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,131942,79.98,38,67.98,3039.24,13,3.1,2,454,,-13,,"Nov, 2018"
B07C7WP6RT,"The World Map Canvas Print Abstract Wall Art Painting Decor for Home Decoration Artwork Picture Bedroom Office (C, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,131942,79.98,37,48.63,2959.26,13,3.1,2,444,,-6,,"Jan, 2019"
B07CCGST4P,"Orchid Flowers Canvas Print Abstract Wall Art Painting Decor for Home Decoration Artwork Picture Bedroom White Floral (D, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,105919,79.98,95,67.98,7598.1,31,4,2,833,,-11,,"Mar, 2019"
B07CM5PSMF,"Abstract Wall Art Canvas Print Home Decor Wall Pictures for Living Room Design Pictures 5 Pieces (C, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,368621,79.98,1,67.98,79.98,1,5,1,10,,-129,,"May, 2019"
B07CM743RN,"Abstract Wall Art Canvas Print Home Decor Wall Pictures for Living Room Design Pictures 5 Pieces (A, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,343410,79.98,0,67.98,-,1,5,1,,,,,-
B07CWCNC9V,"Dizzy Banksy Girl On Swing Photo Wallpaper Woven Self-Adhesive Wall Mural Art M83, Non Woven 4 Stripes","Home & Kitchen",Dizzy,7513429,54.99,0,46.74,-,-1,-1,1,,,0,,-
B07CX7L1ZM,"ARTCANVAS Graffiti Stained Glass - Blue Canvas Art Print by Banksy - 40"" x 26"" (0.75"" Deep)","Home & Kitchen",ARTCANVAS,530689,58.99,19,50.14,1120.81,9,4.5,1,,,965,,"Feb, 2019"
B07D9CZD2K,"Graffiti Paintings Canvas Colorful Wall Art Living Room Decor 5 Panel Pictures Music Collage on Brick Wall Contemporary Home Decor Modern Artwork Posters and Prints Framed Ready to Hang(60''Wx32''H)","Home & Kitchen",TUMOVO,131212,63.99,65,43.85,4159.35,17,3.9,2,,,-13,,"Mar, 2019"
B07DLR542Z,"7CANVAS Cow Painting Stretched Canvas Art Animal Cattle Picture Mysterious Highland Cow Wall Art Framed Canvas Painting for Bedroom Kid Room 32x32 Inch","Home & Kitchen",7CANVAS,531167,69.98,19,44.23,1329.62,13,4.1,2,96,,30,,"Jun, 2019"
B07FSVJVP3,"ARTCANVAS What We Do in Life Echoes in Eternity Canvas Art Print by Banksy - 40"" x 26"" (0.75"" Deep)","Home & Kitchen",ARTCANVAS,148564,58.99,34,31.52,2005.66,11,5,1,,,208,,"Apr, 2019"
B07GCJYNWL,"sechars - Canvas Print Wall Art Modern Frog Buddha Meditation Painting Picture Funny Animal Art Prints Contemporary Home Decoration Stretched Gallery Canvas Wrap Frog Art Ready to Hang","Home & Kitchen",sechars,681843,79.98,7,54.02,559.86,-1,-1,2,,,17,-2,"Jun, 2019"
B07H8JW6HS,"Banksy Wall Art Framed Collage Canvas Set of Prints - Modern Living Room Artwork Decor - 4500 - Large 51"" Wide","Home & Kitchen",Wallfillers,583522,49.99,7,30.18,349.93,1,5,1,,,0,,"Jan, 2019"
B07K89NVM2,"Banksy Canvas Print Colorful Rain Graffiti Wall Art Print Gallery Wrapped Image Mural Artwork for Home Decoration Modern Framed Poster Gift (Banksy Artwork 5, 20x40 Inch)","Home & Kitchen","April Art",117518,48.88,83,41.55,4057.04,17,3.9,1,,,109,,"Jan, 2019"
B07KPJZ2S1,"Wieco Art Banksy Life is Beautiful Modern Gallery Wrapped Grey Love Abstract Artwork Paintings Pictures Large Giclee Canvas Prints Wall Art Ready to Hang for Living Room Home Office Decor","Home & Kitchen","Wieco Art",68317,45.9,117,26.19,5370.3,32,4.7,1,,,8,,"Mar, 2019"
B07KTHLD7V,"Banksy Canvas Print What We Do in Life Echoes in Eternity Graffiti NYC USA Street Art Banksy Wall Art Modern Art Wall Decor Home Decor Stretched Ready to Hang- Made in The USA- 8x12","Home & Kitchen","Smile Art Design",1074341,19.98,10,16.98,199.8,1,5,1,,,6420,,"Jul, 2019"
B07KTHNNVP,"Smile Art Design Banksy Canvas Print Thomas The Tank Engine Artwork Banksy Wall Art Modern Art Wall Decor Home Decor Stretched Ready to Hang-%100 Handmade in The USA- 8x12","Home & Kitchen","Smile Art Design",1740483,19.98,1,16.98,19.98,-1,-1,1,,,-55,,"Jun, 2019"
B07KTJ162C,"Banksy Canvas Print Crayola Shooter Graffiti LA USA Street Art Banksy Wall Art Modern Art Wall Decor Home Decor Stretched Ready to Hang-%100 Handmade in The USA- 8x12","Home & Kitchen","Smile Art Design",2489416,19.98,0,16.98,-,-1,-1,1,,,-70,,"Jun, 2019"
B07KTJ78CM,"Smile Art Design Banksy Canvas Print Applause Artwork Banksy Wall Art Modern Art Wall Decor Home Decor Stretched Ready to Hang-%100 Handmade in The USA- 8x12","Home & Kitchen","Smile Art Design",7119539,19.98,0,16.98,-,1,5,1,,,0,,-
B07L1ZTT5C,"Banksy Old School Graffiti Canvas Prints Wall Art Archival Ink in Glossy Professional Photo Paper 17"" x 26""","Home & Kitchen",Banksy,1984458,39.99,1,25.73,39.99,-1,-1,1,,,0,,"Jul, 2019"
B07L236JZJ,"Hardy Gallery Urban Graffiti Picture Cityscape Arts: Rustic Comic Architecture Lines Graphic Art on Wrapped Canvas Set for Wall Decor","Home & Kitchen","Hardy Gallery",52542,34.9,56,16.08,1954.4,9,5,0,,,819,-24,"Jul, 2019"
B07LF2G3WW,"Paimuni Gorilla Monkey Paintings Hand Painted Cute Chimp Canvas Oil Painting Stretched and Framed Ready to Hang Living Room Bedroom Office Bathroom 24x24 Inch","Home & Kitchen",Paimuni,172682,45.99,72,27.79,3311.28,24,4.8,1,781,,28,,"Feb, 2019"
B07MH2K6FC,"Modern Pop Art Decor - Framed - Thinking Monkey with Headphones Canvas Print Home Decor Wall Art, Gallery Wrap Inner Frame, 24x24","Home & Kitchen","Art Hub",48823,29.95,163,14.16,4881.85,23,4.6,2,,,149,-14,"Jul, 2019"
B07MQT17JH,"NWT Canvas Wall Art Cartoon Happy Green Pear Painting Artwork for Home Decor Framed - 12x18 inches","Home & Kitchen",NWT,545976,25.99,0,22.09,-,-1,-1,1,,,,,"Jul, 2019"
B07MR9Y268,"Welmeco Funny Animals Canvas Wall Art Smoking Gorilla with West Cowboy Hat Painting Printed on Canvas Gallery Wrapped for Guest Bedroom Pub Bar Home Wall Decoration 16""x20""","Home & Kitchen",Welmeco,1656900,39.89,2,23.37,79.78,-1,-1,2,,,-20,,"Apr, 2019"
B07MVVVKST,"NWT 3 Piece Canvas Wall Art Drum Rock Musical Instruments Painting Artwork for Home Decor Framed - 16""x24"" x 3 Panels","Home & Kitchen",NWT,1488932,49.99,1,28.53,49.99,-1,-1,1,,,,,"Jul, 2019"
B07N45DMQS,"artgeist Canvas Wall Art Print Banksy 15.7""x15.7"" Home Decor Framed Stretched Picture Photo Painting Artwork Image i-B-0057-b-a","Home & Kitchen",artgeist,1690453,35.99,2,30.59,71.98,-1,-1,1,,,-93,3,"Apr, 2019"
B07NCHYV5V,"NWT Canvas Wall Art Grey Hippopotamus Painting Artwork for Home Prints Framed for Kids - 24x24 inches","Home & Kitchen",NWT,1247269,34.99,2,18.19,69.98,-1,-1,1,,,0,,"Jul, 2019"
B07P461TRH,"Inzlove Animal Canvas Wall Art Print Oil Painting Frog Pictures Cartoon Pet Portrait Artwork for Kids Room Decor","Home & Kitchen",Inzlove,73930,129.99,129,94.25,16768.71,13,4.9,1,,,64,,"Jul, 2019"
B07PN3VHRN,"YPY Banksy Wall Art - There is Always Hope - Girl and Red Heart Balloon - Guerilla Street Artwork for Home Decor (Banksy 01, 12x16inch)","Home & Kitchen",YPY,443529,29.99,5,19.53,149.95,-1,-1,1,,,,-13,"Aug, 2019"
B07PVCJ1CR,"Banksy Laugh Now but one Day We'll be in Charge Graffiti Canvas Prints Wall Art Archival Ink in Glossy Professional Photo Paper 17"" x 25""","Home & Kitchen",Banksy,427911,39.99,0,25.73,-,-1,-1,1,,,148,,"Jul, 2019"
B07Q6Q4VHG,"Elephant & Giraffe Canvas Wall Art: Animal Running Graphic Art Painting Print for Wall Decor for Bedroom(24''x18'')","Home & Kitchen","Artistic Path",138692,29.99,53,14.95,1589.47,9,5,1,,,,,"Jun, 2019"
B07QDS27CM,"Faicai Art Banksy Graffiti Street Art Pop Art Chaplin & Einstein Pink Canvas Paintings 'Love is The Answer' Wall Art Prints Posters Modern Home Decorations Kids Room Wall Decor Wooden Framed 32""x48""","Home & Kitchen","Faicai Art",43249,99,292,66.17,28908,11,4.6,1,,,163,,"Jul, 2019"
B07QK8JZFW,"Canvas Print Design Wall Art Painting Decor Zen Decorations for Home Buddha Landscape Artwork Pictures Bedroom (Green, Over Size 60''x30'')","Home & Kitchen",Canvas_Art_Design_2015,237798,79.98,55,67.98,4398.9,13,4.5,1,,,18,-1,"Jul, 2019"
B07R5HY1PD,"NWT Framed Canvas Wall Art for Living Room, Bedroom Banksy Theme Canvas Prints for Home Decoration Ready to Hanging - 24""x36"" inches","Home & Kitchen",NWT,95790,49.99,53,42.49,2649.47,6,4.4,1,,,,,"Jul, 2019"
B07S27N36G,"Canvas Prints Framed Wall Art Banksy Art Wall Art for Bedroom Artwork Colorful Figure Street Graffiti Wall Decor Pics for Living Room Decor Ready to Hang","Home & Kitchen","qingyiwall art",109513,13.99,66,7.19,923.34,9,4.7,1,,,,,"Jun, 2019"
